,Unnamed: 0,id,address,gu,dong,mac_score,lot_score,burgerking_score,seveneleven_score,cu_score,gs25_score,starbucks_score,lottecinema_score,megabox_score,cgv_score,total_score,high_oil,oil,oil2,total,catch,percent,mac_count,lot_count,burgerking_count,seveneleven_count,cu_count,gs25_count,starbucks_count,lottecinema_count,megabox_count,cgv_count,total_count,first,second,third,first_mapx,first_mapy,second_mapx,second_mapy,third_mapx,third_mapy,elementary_count,middle_count,high_count,park_count,station
252,252,252,서울특별시 성북구 동소문동4가,성북구,동소문동4가,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,1,0,0,0,0,3,동소문동5가,동소문동6가,삼선동4가,37.591666,127.01558999999999,37.59377,127.014858,37.589818,127.013135,0,0,0,0,[]
253,253,253,서울특별시 성북구 동소문동5가,성북구,동소문동5가,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,1,0,0,0,0,3,동소문동6가,삼선동4가,천연동,37.59377,127.014858,37.589818,127.013135,37.568284999999996,126.960571,0,0,0,0,[]
254,254,254,서울특별시 성북구 동소문동6가,성북구,동소문동6가,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,1,0,0,0,0,3,삼선동4가,천연동,마포동,37.589818,127.013135,37.568284999999996,126.960571,37.537003000000006,126.945323,1,0,0,0,[]
255,255,255,서울특별시 성북구 동소문동7가,성북구,동소문동7가,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,1,0,0,0,0,0,1,오곡동,염곡동,청운동,37.554615000000005,126.775768,37.462035,127.05283700000001,37.587111,126.96906899999999,1,0,0,0,[]
256,256,256,서울특별시 성북구 삼선동1가,성북구,삼선동1가,0.0,0.0,0.0,0.21,0.0,0.12,0.0,0.0,0.0,0.0,0.34,0.0,2175.0,1995.0,3042,2277,74.9,0,0,0,1,0,1,0,0,0,0,2,양평동6가,원서동,구기동,37.542645,126.89006499999999,37.581687,126.98869599999999,37.609211,126.957246,0,0,0,2,['한성대입구역 4호선']
257,257,257,서울특별시 성북구 삼선동2가,성북구,삼선동2가,0.0,0.0,0.0,0.21,0.4,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,3,0,0,0,0,0,4,종로5가,종로6가,홍지동,37.57054,127.003794,37.572571999999994,127.006996,37.60031,126.957773,0,1,1,0,[]
258,258,258,서울특별시 성북구 삼선동3가,성북구,삼선동3가,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,1,0,0,0,0,1,구수동,문래동1가,원지동,37.545679,126.932695,37.512364,126.897201,37.446847999999996,127.053774,1,0,2,0,[]
259,259,259,서울특별시 성북구 삼선동4가,성북구,삼선동4가,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,1,0,0,0,0,3,천연동,마포동,개화동,37.568284999999996,126.960571,37.537003000000006,126.945323,37.582069,126.801198,0,0,0,0,[]
260,260,260,서울특별시 성북구 삼선동5가,성북구,삼선동5가,0.0,0.0,0.0,0.21,0.13,0.38,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,3,0,0,0,0,5,중학동,삼청동,계동,37.575301,126.97926499999998,37.585404,126.982123,37.581321,126.987016,0,0,0,0,[]
261,261,261,서울특별시 성북구 동선동1가,성북구,동선동1가,0.0,0.0,0.0,0.64,0.27,0.25,0.43,0.0,0.0,5.0,6.59,0.0,0.0,0.0,3042,2277,74.9,0,0,0,3,2,2,1,0,0,1,9,녹번동,충무로2가,남대문로5가,37.605253000000005,126.929107,37.561903,126.98794199999999,37.557154,126.97436599999999,0,0,0,0,['성신여대입구역 우이신설선']
262,262,262,서울특별시 성북구 동선동2가,성북구,동선동2가,0.0,0.0,0.0,0.0,0.13,0.38,0.43,0.0,0.0,0.0,0.94,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,1,3,1,0,0,0,5,성북동1가,을지로3가,문배동,37.589374,127.003652,37.566292,126.992337,37.536423,126.969346,0,0,0,0,[]
263,263,263,서울특별시 성북구 동선동3가,성북구,동선동3가,0.0,0.0,0.0,0.85,0.13,0.12,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,3042,2277,74.9,0,0,0,4,1,1,0,0,0,0,6,상왕십리동,궁동,당산동4가,37.569332,127.025349,37.49687,126.831303,37.528887,126.898848,0,0,0,0,[]
264,264,264,서울특별시 성북구 동선동4가,성북구,동선동4가,0.0,1.25,0.0,0.0,0.13,0.5,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,3042,2277,74.9,0,1,0,0,1,4,0,0,0,0,6,염리동,동소문동2가,돈암동,37.551546,126.94727900000001,37.588696,127.008412,37.598415,127.020288,0,0,0,0,['성신여대입구역 4호선']
265,265,265,서울특별시 성북구 동선동5가,성북구,동선동5가,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,0,0,0,0,0,0,1,영천동,토정동,당인동,37.570759,126.96046000000001,37.54035,126.940474,37.54625,126.920245,0,0,0,0,[]
266,266,266,서울특별시 성북구 안암동1가,성북구,안암동1가,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,3,0,0,0,0,3,보문동2가,냉천동,영등포동6가,37.585602,127.01830600000001,37.567257,126.96388999999999,37.521556,126.90308999999999,0,0,0,0,[]
267,267,267,서울특별시 성북구 안암동2가,성북구,안암동2가,0.0,0.0,0.0,0.43,0.13,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,3042,2277,74.9,0,0,0,2,1,0,0,0,0,0,3,장교동,수표동,북창동,37.567116,126.98719299999999,37.567358,126.989674,37.5625,126.97805600000001,1,1,1,1,[]
268,268,268,서울특별시 성북구 안암동3가,성북구,안암동3가,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,2,0,0,0,0,2,보문동1가,천왕동,창성동,37.586226,127.019779,37.482015999999994,126.84178899999999,37.580363,126.97206499999999,0,0,0,0,[]
269,269,269,서울특별시 성북구 안암동4가,성북구,안암동4가,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,1,1,0,0,0,0,2,합동,문래동4가,양평동1가,37.561567,126.96656599999999,37.515082,126.890475,37.523571000000004,126.888814,0,0,0,0,[]
270,270,270,서울특별시 성북구 안암동5가,성북구,안암동5가,3.33,0.0,6.67,1.49,0.93,0.88,0.87,0.0,0.0,0.0,14.17,0.0,1512.0,1363.0,3042,2277,74.9,1,0,2,7,7,7,2,0,0,0,26,신도림동,황학동,방학동,37.509454,126.880425,37.56794,127.020367,37.666224,127.03665,0,0,0,0,['안암역 6호선']
271,271,271,서울특별시 성북구 보문동4가,성북구,보문동4가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,0,0,0,0,0,0,보문동3가,0,0,37.584277,127.017551,0.0,0.0,0.0,0.0,0,0,0,0,[]
272,272,272,서울특별시 성북구 보문동5가,성북구,보문동5가,0.0,1.25,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,1.38,1939.0,1584.86,1439.0,3042,2277,74.9,0,1,0,0,1,0,0,0,0,0,2,신원동,다동,당산동5가,37.447112,127.05884099999999,37.567577,126.981026,37.532856,126.89918700000001,0,0,0,0,[]
273,273,273,서울특별시 성북구 보문동6가,성북구,보문동6가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,0,0,0,0,0,2,보문동7가,교북동,무악동,37.580033,127.02181999999999,37.572612,126.96043600000002,37.575905999999996,126.95933400000001,0,0,0,1,[]
274,274,274,서울특별시 성북구 보문동7가,성북구,보문동7가,0.0,0.0,0.0,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,3042,2277,74.9,0,0,0,1,1,0,0,0,0,0,2,교북동,무악동,산천동,37.572612,126.96043600000002,37.575905999999996,126.95933400000001,37.535428,126.952396,1,0,0,1,[]
275,275,275,서울특별시 성북구 보문동1가,성북구,보문동1가,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,1547.0,1397.0,3042,2277,74.9,0,0,0,0,0,2,0,0,0,0,2,천왕동,창성동,종로1가,37.482015999999994,126.84178899999999,37.580363,126.97206499999999,37.570479,126.980434,0,0,0,0,['보문역 6호선']
276,276,276,서울특별시 성북구 보문동2가,성북구,보문동2가,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,1,2,0,0,0,0,3,냉천동,영등포동6가,문래동2가,37.567257,126.96388999999999,37.521556,126.90308999999999,37.513290000000005,126.89377900000001,0,0,0,0,['보문역 우이신설선']
277,277,277,서울특별시 성북구 보문동3가,성북구,보문동3가,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3042,2277,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,[]
278,278,278,서울특별시 성북구 정릉동,성북구,정릉동,0.0,1.25,0.0,2.77,2.0,2.0,0.0,0.0,0.0,0.0,8.02,1854.0,1533.54,1380.5,3042,2277,74.9,0,1,0,13,15,16,0,0,0,0,45,도봉동,소공동,창신동,37.678103,127.043249,37.563731,126.980135,37.574729,127.01206200000001,4,3,2,6,"['북한산보국문역 우이신설선', '정릉역 우이신설선']"
279,279,279,서울특별시 성북구 길음동,성북구,길음동,0.0,2.5,3.33,0.64,0.53,0.75,0.87,0.0,0.0,0.0,8.62,1749.0,1548.5,1404.5,3042,2277,74.9,0,2,1,3,4,6,2,0,0,0,18,성수동2가,신내동,흑석동,37.541123,127.056125,37.607237,127.098924,37.505964,126.96257800000001,3,1,1,6,['길음역 4호선']
280,280,280,서울특별시 성북구 종암동,성북구,종암동,3.33,1.25,3.33,0.43,0.53,1.88,0.87,0.0,0.0,0.0,11.62,1669.64,1520.05,1369.38,3042,2277,74.9,1,1,1,2,4,15,2,0,0,0,26,장지동,홍제동,이문동,37.478077,127.133269,37.588734,126.94610700000001,37.598851,127.06246499999999,2,2,1,6,['고려대역 6호선']
281,281,281,서울특별시 성북구 하월곡동,성북구,하월곡동,0.0,1.25,0.0,0.85,0.93,1.38,0.87,0.0,0.0,0.0,5.28,1739.0,1589.0,1429.0,3042,2277,74.9,0,1,0,4,7,11,2,0,0,0,25,회현동1가,용두동,혜화동,37.557439,126.98074799999999,37.576328000000004,127.034621,37.587955,127.001157,2,2,1,4,['월곡역 6호선']
282,282,282,서울특별시 성북구 상월곡동,성북구,상월곡동,0.0,0.0,0.0,0.43,0.27,0.5,0.0,0.0,0.0,0.0,1.19,0.0,1579.0,1419.0,3042,2277,74.9,0,0,0,2,2,4,0,0,0,0,8,명륜4가,저동2가,당산동1가,37.582225,127.00000800000001,37.564384999999994,126.990257,37.522335999999996,126.898748,1,1,0,3,['상월곡역 6호선']
283,283,283,서울특별시 성북구 장위동,성북구,장위동,0.0,0.0,0.0,0.64,0.53,1.12,0.0,0.0,0.0,0.0,2.3,1969.0,1531.68,1364.39,3042,2277,74.9,0,0,0,3,4,9,0,0,0,0,16,서계동,상도1동,능동,37.552113,126.966089,37.502889,126.950645,37.553729,127.08238100000001,4,1,0,3,[]
284,284,284,서울특별시 성북구 석관동,성북구,석관동,0.0,1.25,3.33,0.85,0.8,0.88,0.0,0.0,0.0,0.0,7.11,0.0,1538.0,1378.0,3042,2277,74.9,0,1,1,4,6,7,0,0,0,0,19,상일동,공덕동,광장동,37.54822,127.17063,37.548828,126.959006,37.546991999999996,127.103926,2,1,1,5,['돌곶이역 6호선']
285,285,285,서울특별시 강북구,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,양평동,0,0,37.522602,126.881344,0.0,0.0,0.0,0.0,0,0,0,0,[]
286,286,286,서울특별시 강북구 미아동,강북구,미아동,10.0,2.5,3.33,4.26,3.73,3.88,1.3,0.0,0.0,5.0,34.0,1831.95,1534.22,1406.5,3437,2743,79.8,3,2,1,20,28,31,3,0,0,1,89,여의도동,동교동,자양동,37.524371,126.92595800000001,37.55765,126.92566299999999,37.534692,127.074327,8,6,6,16,"['미아사거리역 4호선', '미아역 4호선', '삼양역 우이신설선', '삼양사거리역 우이신설선', '솔샘역 우이신설선']"
287,287,287,서울특별시 강북구 번동,강북구,번동,6.67,1.25,3.33,1.91,1.73,2.12,0.43,5.0,0.0,0.0,22.46,1793.0,1519.78,1372.78,3437,2743,79.8,2,1,1,9,13,17,1,1,0,0,45,불광동,방배동,구의동,37.620465,126.927435,37.484677000000005,126.98995500000001,37.544655,127.08949299999999,3,2,0,8,[]
288,288,288,서울특별시 강북구 수유동,강북구,수유동,0.0,1.25,0.0,4.26,3.73,3.38,0.43,0.0,0.0,5.0,18.05,0.0,1488.09,1351.0,3437,2743,79.8,0,1,0,20,28,27,1,0,0,1,78,방화동,화양동,성산동,37.569138,126.812192,37.544427,127.070047,37.563317,126.91086999999999,4,4,1,13,"['수유(강북구청)역 4호선', '화계역 우이신설선', '가오리역 우이신설선']"
289,289,289,서울특별시 강북구 우이동,강북구,우이동,0.0,0.0,0.0,0.64,0.53,0.25,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,3437,2743,79.8,0,0,0,3,4,2,0,0,0,0,9,신공덕동,온수동,사근동,37.544374,126.956854,37.493507,126.820255,37.561371,127.04678899999999,0,1,0,3,"['북한산우이역 우이신설선', '4.19민주묘지역 우이신설선', '솔밭공원역 우이신설선']"
290,290,290,서울특별시 도봉구,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,[]
291,291,291,서울특별시 도봉구 쌍문동,도봉구,쌍문동,3.33,0.0,3.33,2.13,2.53,2.0,0.0,0.0,0.0,0.0,13.33,0.0,1509.5,1367.0,2249,1676,74.5,1,0,1,10,19,16,0,0,0,0,47,시흥동,진관동,가락동,37.453325,126.906222,37.644355,126.936524,37.496486,127.126006,6,5,4,12,[]
292,292,292,서울특별시 도봉구 방학동,도봉구,방학동,0.0,3.75,0.0,1.49,2.0,1.38,0.0,0.0,0.0,5.0,13.61,1904.0,1585.6,1443.02,2249,1676,74.5,0,3,0,7,15,11,0,0,0,1,37,송파동,쌍문동,시흥동,37.506058,127.11121599999998,37.652731,127.02871,37.453325,126.906222,5,3,1,12,['방학역 1호선']
293,293,293,서울특별시 도봉구 창동,도봉구,창동,0.0,2.5,3.33,4.26,2.0,3.25,0.87,0.0,10.0,0.0,26.21,0.0,1521.43,1382.57,2249,1676,74.5,0,2,1,20,15,26,2,0,1,0,67,장안동,상봉동,창천동,37.570749,127.068233,37.596267,127.085704,37.558584,126.93411299999998,9,3,3,29,"['쌍문역 4호선', '창동역 4호선', '창동역 1호선', '녹천역 1호선']"
294,294,294,서울특별시 도봉구 도봉동,도봉구,도봉동,3.33,0.0,0.0,1.91,1.73,1.0,0.0,0.0,0.0,0.0,7.98,1688.0,1621.61,1476.5,2249,1676,74.5,1,0,0,9,13,8,0,0,0,0,31,소공동,창신동,묵동,37.563731,126.980135,37.574729,127.01206200000001,37.611266,127.07782900000001,3,2,2,12,"['도봉산역 1호선', '도봉역 1호선', '도봉산역 7호선']"
295,295,295,서울특별시 노원구,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,[]
296,296,296,서울특별시 노원구 월계동,노원구,월계동,0.0,0.0,0.0,1.91,1.87,2.62,1.3,0.0,0.0,0.0,7.71,0.0,1552.09,1384.67,4007,2725,68.0,0,0,0,9,14,21,3,0,0,0,47,대림동,내발산동,이태원동,37.494306,126.90064199999999,37.552616,126.83573,37.5367,126.992151,6,5,5,20,"['광운대역 1호선', '석계역 1호선', '석계역 6호선', '월계역 1호선', '광운대역 경춘선']"
297,297,297,서울특별시 노원구 공릉동,노원구,공릉동,3.33,1.25,3.33,3.83,3.07,2.75,1.3,0.0,0.0,0.0,18.87,1736.0,1550.07,1406.57,4007,2725,68.0,1,1,1,18,23,22,3,0,0,0,69,청담동,군자동,한강로3가,37.523404,127.04685800000001,37.553878000000005,127.073516,37.524659,126.96329899999999,7,2,2,13,"['태릉입구역 6호선', '공릉역 7호선', '태릉입구역 7호선', '화랑대역 6호선']"
298,298,298,서울특별시 노원구 하계동,노원구,하계동,3.33,0.0,0.0,0.21,1.07,1.0,0.0,0.0,0.0,0.0,5.61,1996.71,1698.5,1580.0,4007,2725,68.0,1,0,0,1,8,8,0,0,0,0,18,신대방동,삼전동,석촌동,37.492678000000005,126.917721,37.502724,127.092352,37.502699,127.10232099999999,3,3,3,14,['하계역 7호선']
299,299,299,서울특별시 노원구 상계동,노원구,상계동,6.67,5.0,3.33,4.47,4.93,5.62,1.74,10.0,0.0,0.0,41.77,0.0,1646.67,1497.67,4007,2725,68.0,2,4,1,21,37,45,4,2,0,0,116,화곡동,문정동,가산동,37.538358,126.84733600000001,37.486581,127.127495,37.477598,126.888291,17,9,6,30,"['노원역 4호선', '당고개역 4호선', '노원역 7호선', '수락산역 7호선', '상계역 4호선', '마들역 7호선']"
300,300,300,서울특별시 노원구 중계동,노원구,중계동,3.33,3.75,0.0,2.34,0.93,2.0,0.43,0.0,0.0,10.0,22.79,0.0,1574.0,1414.0,4007,2725,68.0,1,3,0,11,7,16,1,0,0,2,41,번동,불광동,방배동,37.635123,127.032072,37.620465,126.927435,37.484677000000005,126.98995500000001,9,7,9,13,['중계역 7호선']
301,301,301,서울특별시 은평구,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,[]
302,302,302,서울특별시 은평구 수색동,은평구,수색동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.28,1343.57,3590,2863,79.7,0,0,0,0,0,0,0,0,0,0,0,0,옥천동,봉원동,0.0,0.0,37.569686,126.96088999999999,37.569952,126.94706299999999,1,0,0,0,"['디지털미디어시티역 경의중앙선', '수색역 경의중앙선']"
303,303,303,서울특별시 은평구 녹번동,은평구,녹번동,0.0,0.0,3.33,0.64,1.07,1.5,0.0,0.0,0.0,0.0,6.54,1723.43,1582.86,1443.81,3590,2863,79.7,0,0,1,3,8,12,0,0,0,0,24,충무로2가,남대문로5가,답십리동,37.561903,126.98794199999999,37.557154,126.97436599999999,37.569883000000004,127.056757,3,0,0,8,"['녹번역 3호선', '역촌역 6호선']"
304,304,304,서울특별시 은평구 불광동,은평구,불광동,0.0,0.0,6.67,1.91,1.47,1.88,0.43,0.0,10.0,0.0,22.36,0.0,1553.22,1396.64,3590,2863,79.7,0,0,2,9,11,15,1,0,1,0,39,방배동,구의동,천호동,37.484677000000005,126.98995500000001,37.544655,127.08949299999999,37.543676,127.131748,5,3,1,11,['독바위역 6호선']
305,305,305,서울특별시 은평구 갈현동,은평구,갈현동,0.0,0.0,3.33,3.62,1.33,1.62,0.43,0.0,0.0,0.0,10.34,0.0,1593.43,1430.29,3590,2863,79.7,0,0,1,17,10,13,1,0,0,0,42,도곡동,양평동3가,망우동,37.486509000000005,127.04073799999999,37.528148,126.88973100000001,37.596678000000004,127.10041899999999,2,3,5,8,"['연신내역 3호선', '연신내역 6호선']"
306,306,306,서울특별시 은평구 구산동,은평구,구산동,3.33,0.0,0.0,0.64,0.93,1.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,3590,2863,79.7,1,0,0,3,7,8,0,0,0,0,19,한강로2가,거여동,둔촌동,37.531715000000005,126.970242,37.494161,127.145196,37.531157,127.14289099999999,3,3,3,4,['구산역 6호선']
307,307,307,서울특별시 은평구 대조동,은평구,대조동,0.0,1.25,0.0,0.85,0.93,1.5,0.87,0.0,0.0,5.0,10.4,0.0,0.0,0.0,3590,2863,79.7,0,1,0,4,7,12,2,0,0,1,27,갈현동,도곡동,양평동3가,37.621223,126.914993,37.486509000000005,127.04073799999999,37.528148,126.88973100000001,2,0,2,1,"['불광역 3호선', '불광역 6호선']"
308,308,308,서울특별시 은평구 응암동,은평구,응암동,3.33,3.75,0.0,2.55,2.0,2.25,0.87,0.0,0.0,0.0,14.76,1670.57,1503.0,1352.36,3590,2863,79.7,1,3,0,12,15,18,2,0,0,0,51,면목동,상도동,영등포동,37.58442,127.086487,37.499206,126.940385,37.513448,126.907724,4,1,2,8,[]
309,309,309,서울특별시 은평구 역촌동,은평구,역촌동,0.0,0.0,0.0,1.7,1.6,1.25,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,3590,2863,79.7,0,0,0,8,12,10,0,0,0,0,30,영등포동8가,을지로1가,필동3가,37.527015000000006,126.905253,37.566295000000004,126.98013700000001,37.559069,126.997152,1,0,0,5,['응암역 6호선']
310,310,310,서울특별시 은평구 신사동,은평구,신사동,6.67,0.0,3.33,4.68,3.6,4.5,3.48,0.0,0.0,10.0,36.26,1946.26,1691.91,1542.12,3590,2863,79.7,2,0,1,22,27,36,8,0,0,2,98,신사동,미아동,여의도동,37.595711,126.909195,37.621297999999996,127.024902,37.524371,126.92595800000001,4,3,0,12,"['새절역 6호선', '신사역 3호선', '압구정역 3호선']"
311,311,311,서울특별시 은평구 증산동,은평구,증산동,0.0,0.0,0.0,0.43,0.4,0.88,0.0,0.0,0.0,0.0,1.7,0.0,1505.0,1340.0,3590,2863,79.7,0,0,0,2,3,7,0,0,0,0,12,대신동,관수동,도림동,37.566438,126.945199,37.5692,126.990527,37.509277000000004,126.90249399999999,1,2,0,3,"['디지털미디어시티역 6호선', '증산역 6호선']"
312,312,312,서울특별시 은평구 진관동,은평구,진관동,0.0,2.5,0.0,1.28,1.33,1.38,0.87,5.0,0.0,0.0,12.35,1770.22,1593.38,1445.0,3590,2863,79.7,0,2,0,6,10,11,2,1,0,0,32,가락동,신길동,신촌동,37.496486,127.126006,37.507088,126.913103,37.568134,126.94679199999999,5,2,4,6,['구파발역 3호선']
313,313,313,서울특별시 서대문구,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,[]
314,314,314,서울특별시 서대문구 충정로2가,서대문구,충정로2가,0.0,1.25,0.0,0.21,0.4,0.25,0.43,0.0,0.0,0.0,2.55,0.0,0.0,0.0,2802,2016,71.9,0,1,0,1,3,2,1,0,0,0,8,창전동,풍납동,양평동4가,37.550965999999995,126.92983500000001,37.534673,127.11764299999999,37.537079,126.89626000000001,1,1,1,0,[]
315,315,315,서울특별시 서대문구 충정로3가,서대문구,충정로3가,0.0,0.0,0.0,0.64,0.13,0.38,0.87,0.0,0.0,0.0,2.02,0.0,0.0,0.0,2802,2016,71.9,0,0,0,3,1,3,2,0,0,0,9,북아현동,도선동,마장동,37.561665999999995,126.95617,37.563897,127.033258,37.567305,127.039084,0,0,0,0,"['충정로역 2호선', '충정로역 5호선']"
316,316,316,서울특별시 서대문구 합동,서대문구,합동,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,1,1,0,0,0,0,2,문래동4가,양평동1가,율현동,37.515082,126.890475,37.523571000000004,126.888814,37.47145,127.107251,0,0,0,0,[]
317,317,317,서울특별시 서대문구 미근동,서대문구,미근동,0.0,0.0,0.0,0.0,0.27,0.12,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,2,1,0,0,0,0,3,저동1가,을지로7가,홍익동,37.564362,126.98731399999998,37.565117,127.00928799999998,37.566144,127.032921,1,0,0,0,[]
318,318,318,서울특별시 서대문구 냉천동,서대문구,냉천동,0.0,0.0,0.0,0.0,0.13,0.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,1,2,0,0,0,0,3,영등포동6가,문래동2가,동작동,37.521556,126.90308999999999,37.513290000000005,126.89377900000001,37.496604999999995,126.980985,0,0,0,0,[]
319,319,319,서울특별시 서대문구 천연동,서대문구,천연동,0.0,0.0,0.0,0.21,0.13,0.12,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,2802,2016,71.9,0,0,0,1,1,1,0,0,0,0,3,마포동,개화동,영등포동5가,37.537003000000006,126.945323,37.582069,126.801198,37.521133,126.90708400000001,1,1,0,0,[]
320,320,320,서울특별시 서대문구 옥천동,서대문구,옥천동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,0,0,0,0,0,0,0,봉원동,0,하중동,37.569952,126.94706299999999,0.0,0.0,37.54575,126.928674,0,0,0,0,[]
321,321,321,서울특별시 서대문구 영천동,서대문구,영천동,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,2802,2016,71.9,0,0,0,1,0,0,0,0,0,0,1,토정동,당인동,신교동,37.54035,126.940474,37.54625,126.920245,37.583911,126.968354,0,0,0,1,[]
322,322,322,서울특별시 서대문구 현저동,서대문구,현저동,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,3,0,0,0,0,0,3,묵정동,남영동,미근동,37.561401000000004,127.00087099999999,37.542934,126.97341000000002,37.563162,126.967026,0,0,1,1,['독립문역 3호선']
323,323,323,서울특별시 서대문구 북아현동,서대문구,북아현동,0.0,0.0,0.0,0.0,1.07,0.5,0.43,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2802,2016,71.9,0,0,0,0,8,4,1,0,0,0,13,도선동,마장동,동선동4가,37.563897,127.033258,37.567305,127.039084,37.595087,127.01854099999998,2,2,2,3,[]
324,324,324,서울특별시 서대문구 홍제동,서대문구,홍제동,3.33,0.0,3.33,1.06,1.73,1.38,0.43,0.0,0.0,0.0,11.27,1893.43,1593.18,1436.46,2802,2016,71.9,1,0,1,5,13,11,1,0,0,0,32,이문동,길동,공항동,37.598851,127.06246499999999,37.539123,127.14316299999999,37.558805,126.81329699999999,4,1,0,11,"['홍제역 3호선', '무악재역 3호선']"
