번호	지역	상호	주소	기간	상표	셀프여부	고급휘발유	휘발유	경유	실내등유
A0006039	서울 강남구	(주)동하힐탑셀프주유소	서울 강남구 논현로 640	2019년 10월 4주	SK에너지	셀프	1800.57	1648.57	1495.00	0.00
A0000525	서울 강남구	(주)만정에너지	서울 강남구 봉은사로 433 (삼성동)	2019년 10월 4주	GS칼텍스	일반	2289.00	1999.00	1899.00	1399.00
A0001219	서울 강남구	(주)보성 세곡주유소	서울특별시 강남구  헌릉로 731 (세곡동)	2019년 10월 4주	SK에너지	셀프	0.00	1548.00	1405.00	0.00
A0009061	서울 강남구	(주)선진도곡주유소	서울 강남구 도곡로 162 (도곡동)	2019년 10월 4주	S-OIL	일반	1797.00	1639.00	1499.00	0.00
A0001217	서울 강남구	(주)소모에너지엔테크놀러지 쎈트럴주유소	서울 강남구 삼성로 335 (대치동)	2019년 10월 4주	GS칼텍스	일반	2128.86	1990.86	1790.86	1336.00
A0009838	서울 강남구	GS칼텍스(주)직영 산성주유소	서울 강남구 헌릉로 730 (세곡동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1567.00	1423.00	0.00
A0010235	서울 강남구	SK네트웍스(주) 매봉주유소	서울 강남구 언주로 307	2019년 10월 4주	SK에너지	셀프	1895.00	1695.00	1572.71	0.00
A0009710	서울 강남구	SK논현주유소	서울 강남구 논현로 747 (논현동)	2019년 10월 4주	SK에너지	일반	2148.00	1948.00	1813.00	1350.00
A0010207	서울 강남구	SK서광주유소	서울 강남구 역삼로 142 (역삼동)	2019년 10월 4주	SK에너지	셀프	1795.00	1625.00	1485.00	0.00
A0010236	서울 강남구	SK에너지㈜ 진달래주유소	서울 강남구 도곡로 208	2019년 10월 4주	SK에너지	일반	1775.00	1635.00	1495.00	0.00
A0009715	서울 강남구	㈜새서울석유 새서울주유소	서울 강남구 압구정로 154	2019년 10월 4주	현대오일뱅크	일반	2037.00	1798.00	1649.00	1328.00
A0001171	서울 강남구	갤러리아주유소	서울 강남구 압구정로 426 (청담동)	2019년 10월 4주	SK에너지	일반	2284.00	1996.57	1892.43	0.00
A0001176	서울 강남구	경원주유소	서울 강남구 도산대로 428 (청담동)	2019년 10월 4주	S-OIL	일반	2276.00	1989.00	1885.00	0.00
A0001214	서울 강남구	금성주유소	서울 강남구 테헤란로 619 (삼성동)	2019년 10월 4주	SK에너지	일반	2189.00	1999.00	1884.14	0.00
A0009733	서울 강남구	논현동주유소	서울 강남구 학동로 229 (논현동)	2019년 10월 4주	GS칼텍스	일반	1852.86	1683.43	1554.86	1260.71
A0009707	서울 강남구	뉴서울(강남)	서울 강남구 언주로 716 (논현동)	2019년 10월 4주	SK에너지	일반	2498.00	2218.00	2038.00	1460.00
A0009705	서울 강남구	대교주유소	서울 강남구 강남대로 640 (신사동)	2019년 10월 4주	SK에너지	일반	2050.00	1820.86	1650.00	0.00
A0009712	서울 강남구	대동석유 압구정주유소	서울 강남구 언주로 842 (신사동)	2019년 10월 4주	SK에너지	셀프	1803.57	1657.57	1535.14	0.00
A0001225	서울 강남구	대성석유(주)동호주유소	서울 강남구 봉은사로113길 51	2019년 10월 4주	GS칼텍스	일반	1977.00	1877.00	1677.00	0.00
A0010177	서울 강남구	대청주유소	서울 강남구 개포로 654 (일원동)	2019년 10월 4주	SK에너지	일반	2099.00	1896.00	1731.00	1499.00
A0009842	서울 강남구	동일석유㈜직영 남부주유소	서울 강남구 선릉로 34	2019년 10월 4주	SK에너지	일반	0.00	1944.14	1732.14	0.00
A0010232	서울 강남구	명품주유소	서울 강남구 도곡로 249 (역삼동)	2019년 10월 4주	S-OIL	일반	2145.00	1978.00	1826.00	0.00
A0009828	서울 강남구	방죽주유소	서울 강남구 밤고개로 215 (율현동)	2019년 10월 4주	S-OIL	셀프	0.00	1579.00	1439.00	0.00
A0009835	서울 강남구	선우상사	서울 강남구 남부순환로 2651 (도곡동)	2019년 10월 4주	SK에너지	일반	2348.00	2045.00	1886.57	0.00
A0001224	서울 강남구	에스제이에너지(주) 개포주유소	서울 강남구 양재대로 339	2019년 10월 4주	GS칼텍스	셀프	2045.00	1658.00	1518.00	1330.00
A0010269	서울 강남구	에쓰-오일(주)직영개나리주유소	서울특별시 강남구  언주로 423 (역삼동)	2019년 10월 4주	S-OIL	일반	1802.71	1652.86	1530.71	0.00
A0001216	서울 강남구	오천주유소	서울 강남구 봉은사로 503 (삼성동)	2019년 10월 4주	SK에너지	일반	2287.86	1997.86	1883.29	1333.29
A0009837	서울 강남구	일원주유소	서울 강남구 양재대로55길 3 (일원동)	2019년 10월 4주	S-OIL	셀프	0.00	1630.57	1457.00	0.00
A0009829	서울 강남구	자곡셀프주유소	서울 강남구 밤고개로 120 (자곡동)	2019년 10월 4주	SK에너지	셀프	0.00	1605.43	1452.86	0.00
A0001213	서울 강남구	주)중앙에너비스 수서지점	서울특별시 강남구  광평로 202 (수서동)	2019년 10월 4주	SK에너지	셀프	1963.71	1633.71	1463.71	0.00
A0009974	서울 강남구	지에스칼텍스㈜ GS타워주유소	서울 강남구 논현로 516 (역삼동)	2019년 10월 4주	GS칼텍스	일반	1798.43	1646.43	1526.43	0.00
A0001199	서울 강남구	지에스칼텍스㈜ 삼성로주유소	서울 강남구 삼성로 563 (삼성동)	2019년 10월 4주	GS칼텍스	셀프	1817.00	1667.00	1532.00	0.00
A0001185	서울 강남구	지에스칼텍스㈜ 은마주유소	서울 강남구 영동대로 235	2019년 10월 4주	GS칼텍스	일반	1803.43	1653.43	1521.43	0.00
A0009708	서울 강남구	지에스칼텍스㈜ 주성주유소	서울 강남구 영동대로 716	2019년 10월 4주	GS칼텍스	일반	1812.57	1662.57	1532.57	0.00
A0010267	서울 강남구	청명주유소	서울특별시 강남구  역삼로 205 (역삼동)	2019년 10월 4주	SK에너지	일반	1898.00	1698.00	1598.00	0.00
A0001202	서울 강남구	학여울주유소	서울특별시 강남구  남부순환로 3170 (일원2동)	2019년 10월 4주	GS칼텍스	일반	2199.57	1949.57	1805.57	0.00
A0009738	서울 강남구	현대오일뱅크 도곡셀프주유소	서울 강남구  남부순환로 2718 (도곡2동)	2019년 10월 4주	현대오일뱅크	셀프	1743.00	1578.71	1424.00	0.00
A0010229	서울 강남구	현대오일뱅크(주) 유진주유소	서울 강남구 논현로 152 (도곡동)	2019년 10월 4주	현대오일뱅크	일반	1759.00	1593.71	1439.00	1190.00
A0009725	서울 강남구	현대오일뱅크(주)직영 신사현대주유소	서울 강남구 도산대로 163 (신사동)	2019년 10월 4주	현대오일뱅크	일반	2016.00	1827.29	1653.29	0.00
A0009724	서울 강남구	현대오일뱅크(주)직영 한양주유소	서울 강남구 압구정로 302 (신사동)	2019년 10월 4주	현대오일뱅크	일반	2058.43	1897.00	1755.00	0.00
A0009807	서울 강동구	(주)삼표에너지 고덕주유소	서울 강동구 고덕로 39 (암사동)	2019년 10월 4주	GS칼텍스	일반	1898.00	1698.00	1529.00	1250.00
A0009805	서울 강동구	(주)소모에너지엔테크놀러지 성내주유소	서울 강동구 올림픽로 578 (성내동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1598.00	1458.00	0.00
A0010188	서울 강동구	(주)퍼스트오일 코알라주유소	서울특별시 강동구  올림픽로 556 (성내동)	2019년 10월 4주	S-OIL	셀프	0.00	1598.00	1458.00	0.00
A0009811	서울 강동구	SK네트웍스 명일셀프주유소	서울 강동구 고덕로 168 (명일동)	2019년 10월 4주	SK에너지	일반	1899.00	1669.00	1499.00	0.00
A0009812	서울 강동구	SK네트웍스㈜암사주유소(self)	서울 강동구 올림픽로 749 (암사동)	2019년 10월 4주	SK에너지	셀프	1926.14	1646.14	1481.86	0.00
A0005701	서울 강동구	sk해뜨는주유소	서울특별시 강동구  상일로 132 (강일동)	2019년 10월 4주	SK에너지	셀프	0.00	1628.00	1498.00	1170.00
A0009799	서울 강동구	강동주유소	서울 강동구 양재대로 1509 (길동)	2019년 10월 4주	SK에너지	일반	2268.00	1993.00	1797.00	1287.00
A0009814	서울 강동구	고속셀프주유소	서울 강동구 천호대로 1246	2019년 10월 4주	SK에너지	셀프	1976.14	1646.14	1476.14	1193.29
A0009743	서울 강동구	광성주유소	서울 강동구 올림픽로 673 (천호동)	2019년 10월 4주	S-OIL	일반	0.00	1658.00	1518.00	1230.00
A0009793	서울 강동구	구천면주유소	서울 강동구 구천면로 357 (암사동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1586.00	1437.00	0.00
A0009804	서울 강동구	대성석유(주)직영 길동주유소	서울 강동구 천호대로 1168	2019년 10월 4주	GS칼텍스	일반	1798.00	1628.00	1498.00	1150.00
A0009745	서울 강동구	방아다리주유소	서울 강동구 동남로 811 (명일동)	2019년 10월 4주	SK에너지	셀프	0.00	1629.00	1477.00	1160.00
A0009827	서울 강동구	주)지유에너지직영 오렌지주유소	서울 강동구 성안로 102 (성내동)	2019년 10월 4주	SK에너지	일반	0.00	1623.00	1483.00	1131.00
A0009824	서울 강동구	지에스칼텍스㈜ 동서울주유소	서울 강동구 천호대로 1456 (상일동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1581.71	1404.71	0.00
A0001839	서울 강동구	지에스칼텍스㈜ 신월주유소	서울 강동구 양재대로 1323 (성내동)	2019년 10월 4주	GS칼텍스	일반	1796.00	1596.00	1472.86	1100.00
A0000660	서울 강동구	천호현대주유소	서울 강동구 천중로 67 (천호동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1599.00	1448.00	1200.00
A0009641	서울 강북구	(주)석산에너지	서울 강북구 삼양로 316 (수유동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1479.00	1329.00	0.00
A0000189	서울 강북구	(주)에프알엔디 직영 송정주유소	서울 강북구 인수봉로 185 (수유동)	2019년 10월 4주	SK에너지	일반	0.00	1513.00	1369.00	0.00
A0009665	서울 강북구	SK매일주유소	서울특별시 강북구  삼양로 217 (미아동)	2019년 10월 4주	SK에너지	셀프	0.00	1569.00	1419.00	0.00
A0009609	서울 강북구	㈜지에스이앤알 미아주유소	서울 강북구 도봉로 122 (미아동)	2019년 10월 4주	GS칼텍스	셀프	1767.00	1498.00	1379.00	0.00
A0009645	서울 강북구	대성석유(주)신광주유소	서울 강북구 삼양로 484	2019년 10월 4주	GS칼텍스	일반	0.00	1479.00	1379.00	1150.00
A0009678	서울 강북구	북서울고속주유소	서울 강북구 삼양로 410 (수유동)	2019년 10월 4주	S-OIL	셀프	0.00	1479.00	1329.00	0.00
A0009661	서울 강북구	새한주유소	서울특별시 강북구  도봉로 75 (미아동)	2019년 10월 4주	SK에너지	셀프	1961.86	1571.86	1449.00	0.00
A0009535	서울 강북구	세원주유소	서울 강북구 한천로 918 (번동)	2019년 10월 4주	SK에너지	셀프	0.00	1519.00	1379.00	1100.00
A0009608	서울 강북구	수유동주유소	서울 강북구  도봉로 395 (수유동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1490.43	1349.00	0.00
A0009603	서울 강북구	에덴주유소	서울 강북구 월계로 195 (번동)	2019년 10월 4주	SK에너지	셀프	0.00	1527.00	1367.00	0.00
A0009610	서울 강북구	태창에너지 좋은기름주유소	서울 강북구 덕릉로 158 (번동)	2019년 10월 4주	S-OIL	일반	0.00	1520.14	1376.14	0.00
A0000394	서울 강북구	현대오일뱅크(주)직영 미아셀프주유소	서울 강북구 도봉로 200 (미아동)	2019년 10월 4주	현대오일뱅크	셀프	1767.00	1498.00	1379.00	0.00
A0009640	서울 강북구	현대오일뱅크(주)직영 번동셀프주유소	서울 강북구 한천로 963 (번동)	2019년 10월 4주	현대오일뱅크	셀프	1793.00	1513.00	1369.00	0.00
A0000566	서울 강서구	(주)발산주유소	서울 강서구 강서로 291 (내발산동)	2019년 10월 4주	현대오일뱅크	일반	1677.00	1483.71	1349.00	0.00
A0033271	서울 강서구	(주)한진 김포공항제2주유소	서울 강서구 하늘길 112	2019년 10월 4주	S-OIL	일반	0.00	1630.71	1481.71	0.00
A0009060	서울 강서구	(주)한진 김포공항주유소	서울 강서구 하늘길 259	2019년 10월 4주	S-OIL	셀프	0.00	1486.00	1378.00	1020.00
A0033328	서울 강서구	KH에너지(주)직영 KH외발산주유소	서울 강서구 방화대로 30	2019년 10월 4주	SK에너지	셀프	1868.00	1497.00	1320.86	0.00
A0000550	서울 강서구	KH에너지(주)직영 가양주유소	서울 강서구 강서로 498 (가양동)	2019년 10월 4주	SK에너지	일반	1789.00	1545.00	1399.00	0.00
A0000558	서울 강서구	SK네트웍스 에어포트주유소	서울 강서구 개화동로 519 (방화동)	2019년 10월 4주	SK에너지	일반	0.00	1789.00	1559.00	0.00
A0000474	서울 강서구	강서열린점	서울 강서구 등촌로 213 (등촌동)	2019년 10월 4주	GS칼텍스	일반	0.00	1513.71	1380.86	1250.00
A0032866	서울 강서구	강서오곡셀프주유소	서울특별시 강서구 벌말로 254 (오곡동)	2019년 10월 4주	SK에너지	셀프	0.00	1487.00	1309.43	0.00
A0000480	서울 강서구	개화주유소	서울 강서구 양천로 57	2019년 10월 4주	SK에너지	셀프	0.00	1497.00	1337.00	0.00
A0004657	서울 강서구	뉴신정주유소	서울특별시 강서구 곰달래로39길 10 (화곡동)	2019년 10월 4주	알뜰주유소	일반	0.00	1472.29	1301.71	0.00
A0033194	서울 강서구	대성석유(주) 마곡대성주유소	서울 강서구 강서로 457	2019년 10월 4주	GS칼텍스	셀프	1759.00	1533.57	1387.57	0.00
A0033214	서울 강서구	대성석유(주)방화대성주유소	서울 강서구 양천로 176	2019년 10월 4주	GS칼텍스	셀프	1779.00	1539.00	1379.00	0.00
A0000544	서울 강서구	대성석유(주)직영관문주유소	서울 강서구 공항대로 314	2019년 10월 4주	GS칼텍스	일반	1759.00	1498.00	1390.43	1200.00
A0000468	서울 강서구	대성주유소	서울 강서구 강서로 472 (등촌동)	2019년 10월 4주	GS칼텍스	일반	0.00	1543.57	1397.57	0.00
A0000582	서울 강서구	목화주유소	서울 강서구  국회대로 251 (화곡동)	2019년 10월 4주	SK에너지	셀프	0.00	1506.00	1376.00	0.00
A0000482	서울 강서구	박물관주유소	서울 강서구 양천로53길 97 (가양동)	2019년 10월 4주	GS칼텍스	일반	0.00	1562.29	1418.00	1098.00
A0000491	서울 강서구	방화주유소	서울 강서구 방화동로 58-2 (방화동)	2019년 10월 4주	SK에너지	일반	0.00	1495.00	1335.00	1150.00
A0000508	서울 강서구	세원제1주유소	서울 강서구 양천로 311 (가양동)	2019년 10월 4주	SK에너지	셀프	0.00	1537.14	1384.71	0.00
A0000560	서울 강서구	스카이주유소	서울 강서구 개화동로 457 (방화동)	2019년 10월 4주	S-OIL	셀프	1645.00	1486.00	1316.00	0.00
A0000500	서울 강서구	신화곡주유소	서울 강서구 국회대로 71	2019년 10월 4주	S-OIL	셀프	0.00	1498.00	1347.86	0.00
A0000161	서울 강서구	염창동주유소	서울 강서구 양천로 720 (염창동)	2019년 10월 4주	SK에너지	일반	0.00	1837.00	1677.00	0.00
A0000530	서울 강서구	우장산주유소	서울 강서구 강서로 292 (내발산동)	2019년 10월 4주	SK에너지	일반	0.00	1483.71	1349.00	0.00
A0000567	서울 강서구	유턴주유소	서울 강서구 남부순환로 57	2019년 10월 4주	알뜰주유소	셀프	0.00	1492.71	1332.71	995.00
A0000495	서울 강서구	지에스칼텍스㈜ 경인고속주유소	서울 강서구 국회대로 225 (화곡동)	2019년 10월 4주	GS칼텍스	셀프	1667.43	1514.57	1378.14	1115.00
A0000498	서울 강서구	참솔에너지	서울 강서구 벌말로 281 (오곡동)	2019년 10월 4주	S-OIL	셀프	0.00	1698.00	1498.00	0.00
A0000534	서울 강서구	코리나(주)청룡주유소	서울 강서구 양천로 576 (등촌동)	2019년 10월 4주	SK에너지	일반	0.00	1618.00	1468.00	1200.00
A0000520	서울 강서구	하이웨이주유소	서울특별시 강서구 공항대로 432(화곡동)	2019년 10월 4주	S-OIL	셀프	1641.29	1495.00	1345.00	0.00
A0000549	서울 강서구	해바라기	서울 강서구 화곡로 273 (화곡동)	2019년 10월 4주	SK에너지	셀프	0.00	1534.71	1380.71	0.00
A0000565	서울 강서구	행촌에너지 공항주유소	서울특별시 강서구  개화동로 420 (개화동)	2019년 10월 4주	현대오일뱅크	셀프	0.00	1497.00	1337.00	0.00
A0000501	서울 강서구	현대오일뱅크 등촌주유소	서울특별시 강서구 등촌로 189 (등촌동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1507.00	1367.00	0.00
A0000546	서울 강서구	현대오일뱅크 양화교주유소	서울 강서구 공항대로 653 (염창동)	2019년 10월 4주	현대오일뱅크	일반	1695.00	1510.00	1369.00	1085.71
A0000547	서울 강서구	현대오일뱅크(주) 가양주유소	서울 강서구  양천로 391 (가양동)	2019년 10월 4주	현대오일뱅크	일반	1695.00	1530.00	1379.00	0.00
A0000519	서울 강서구	화곡역주유소	서울특별시 강서구  강서로 154 (화곡동)	2019년 10월 4주	알뜰주유소	셀프	0.00	1472.29	1301.71	0.00
A0000526	서울 강서구	화곡현대주유소	서울 강서구 강서로 151 (화곡동)	2019년 10월 4주	SK에너지	셀프	1749.00	1498.00	1359.00	0.00
A0009284	서울 관악구	(주)엠오티이엔지 직영 삼화주유소	서울 관악구 보라매로 41 (봉천동)	2019년 10월 4주	알뜰주유소	일반	0.00	1519.00	1369.00	1000.00
A0009272	서울 관악구	(주)연우에너지 신관주유소	서울 관악구 신림로 290 (신림동) 신관주유소	2019년 10월 4주	GS칼텍스	셀프	0.00	1519.43	1385.14	1150.00
A0001149	서울 관악구	(주)한유에너지행운셀프주유소	서울 관악구 남부순환로 1883 (봉천동)	2019년 10월 4주	SK에너지	셀프	1976.00	1571.86	1494.00	0.00
A0000655	서울 관악구	CJ대한통운㈜ 신림주유소	서울 관악구 남부순환로 1515 (신림동)	2019년 10월 4주	GS칼텍스	일반	0.00	1665.00	1520.00	0.00
A0001144	서울 관악구	SK에너지(주) 신봉천	서울 관악구 남부순환로 1880 (봉천동)	2019년 10월 4주	SK에너지	일반	1854.00	1644.00	1499.00	1167.00
A0001157	서울 관악구	SK에너지(주)직영 대공원주유소	서울특별시 관악구  과천대로 921 (남현동)	2019년 10월 4주	SK에너지	일반	0.00	1599.00	1459.00	0.00
A0009536	서울 관악구	관악시몬주유소	서울특별시 관악구 남부순환로 1753 (봉천동)	2019년 10월 4주	S-OIL	일반	0.00	1582.29	1479.43	0.00
A0000772	서울 관악구	남현주유소	서울 관악구 남부순환로 2014 (남현동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1573.29	1433.29	0.00
A0001145	서울 관악구	대양석유(주)직영 보라매주유소	서울 관악구  보라매로 26 (봉천동)	2019년 10월 4주	SK에너지	셀프	0.00	1549.00	1399.00	0.00
A0000771	서울 관악구	문성골주유소	서울 관악구 문성로 97 (신림동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1648.00	1498.00	1200.00
A0001155	서울 관악구	서일석유(주)락성주유소	서울특별시 관악구  남부순환로 1920 (봉천동)	2019년 10월 4주	GS칼텍스	셀프	1773.29	1573.29	1433.29	1150.00
A0001152	서울 관악구	유림주유소	서울 관악구 신림로 176 (신림동)	2019년 10월 4주	S-OIL	일반	0.00	1518.43	1384.14	1195.00
A0001119	서울 관악구	지에스칼텍스㈜ 난곡주유소	서울 관악구 난곡로 206	2019년 10월 4주	GS칼텍스	일반	0.00	1601.57	1478.57	0.00
A0008273	서울 관악구	한규상사 유정주유소	서울 관악구 남부순환로 1691 (봉천동)	2019년 10월 4주	SK에너지	일반	0.00	1638.00	1498.00	1261.00
A0001129	서울 관악구	현대오일뱅크(주)직영 관악셀프주유소	서울 관악구 남부순환로 1520 (신림동)	2019년 10월 4주	현대오일뱅크	셀프	1739.71	1559.71	1404.71	0.00
A0001089	서울 관악구	현대주유소	서울 관악구 난곡로 108 (신림동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1579.00	1439.00	0.00
A0006665	서울 광진구	(주)장수주유소	서울 광진구 동일로 266 (군자동)	2019년 10월 4주	SK에너지	일반	0.00	1542.00	1373.00	0.00
A0009358	서울 광진구	SK장호셀프주유소	서울 광진구  자양로37 (자양동)	2019년 10월 4주	SK에너지	셀프	0.00	1577.57	1477.57	0.00
A0009408	서울 광진구	강평주유소	서울 광진구 아차산로 616 (광장동)	2019년 10월 4주	SK에너지	일반	1770.14	1551.29	1385.14	1058.00
A0000106	서울 광진구	구의스타주유소	서울 광진구 자양로 103	2019년 10월 4주	GS칼텍스	일반	0.00	1569.00	1399.00	1190.00
A0009357	서울 광진구	대명주유소	서울 광진구 광나루로 460 (화양동)	2019년 10월 4주	SK에너지	셀프	1985.00	1595.00	1469.00	0.00
A0009372	서울 광진구	대성산업(주)구의주유소	서울 광진구 광나루로 570 (구의동)	2019년 10월 4주	GS칼텍스	일반	0.00	1584.00	1439.00	0.00
A0009411	서울 광진구	대원주유소	서울 광진구 용마산로 122 (중곡동)	2019년 10월 4주	S-OIL	일반	0.00	1520.00	1359.14	0.00
A0002720	서울 광진구	동서울주유소	서울 광진구 강변역로 10 (구의동)	2019년 10월 4주	GS칼텍스	일반	0.00	1598.00	1483.71	1150.00
A0009834	서울 광진구	삼호주유소	서울 광진구 천호대로 809 (광장동)	2019년 10월 4주	S-OIL	셀프	1767.43	1561.71	1414.14	0.00
A0009333	서울 광진구	용마주유소	서울 광진구 용마산로 68 (중곡동)	2019년 10월 4주	GS칼텍스	일반	0.00	1519.14	1358.57	1200.00
A0009413	서울 광진구	자양주유소	서울 광진구 아차산로 298 (자양동)	2019년 10월 4주	SK에너지	일반	1835.00	1575.14	1475.14	0.00
A0004458	서울 광진구	정해네트웍스(주)일진주유소	서울 광진구 동일로 413 (중곡동)	2019년 10월 4주	S-OIL	셀프	1597.00	1497.00	1317.00	0.00
A0009330	서울 광진구	태양주유소	서울 광진구 동일로 345 (중곡동)	2019년 10월 4주	GS칼텍스	일반	0.00	1506.43	1326.43	0.00
A0009322	서울 광진구	평안주유소	서울 광진구 천호대로 630 (능동)	2019년 10월 4주	알뜰주유소	일반	0.00	1515.29	1355.14	0.00
A0009421	서울 광진구	현대오일뱅크(주) 중원주유소	서울 광진구 동일로 398 (중곡동)	2019년 10월 4주	현대오일뱅크	일반	1792.00	1537.00	1357.00	1165.00
A0009765	서울 광진구	현대오일뱅크(주)직영 능동주유소	서울 광진구 천호대로 584 (능동)	2019년 10월 4주	현대오일뱅크	셀프	1739.00	1516.14	1355.14	1000.00
A0009351	서울 광진구	현대오일뱅크(주)직영 중곡현대주유소	서울특별시 광진구 동일로 435 (중곡동)	2019년 10월 4주	현대오일뱅크	일반	1792.00	1537.00	1357.00	0.00
A0000844	서울 구로구	 현대오일뱅크㈜직영 구로셀프주유소	서울 구로구 시흥대로 531	2019년 10월 4주	현대오일뱅크	셀프	1735.71	1523.71	1373.71	0.00
A0000791	서울 구로구	(주)유공 구인주유소	서울 구로구 경인로 558 (구로동)	2019년 10월 4주	SK에너지	일반	0.00	1675.00	1535.00	1210.00
A0000849	서울 구로구	(주)한미석유구로그린주유소	서울 구로구 구로중앙로 76 (구로동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1509.00	1339.00	0.00
A0000826	서울 구로구	JHC에너지	서울 구로구 시흥대로 539 (구로동)	2019년 10월 4주	알뜰주유소	일반	0.00	1517.00	1367.00	1050.00
A0000833	서울 구로구	SK구로주유소	서울 구로구 구일로 94 (구로동)	2019년 10월 4주	SK에너지	일반	0.00	1588.00	1436.57	0.00
A0000812	서울 구로구	SK에너지(주)직영 개봉동주유소	서울 구로구 경인로 290 (개봉동)	2019년 10월 4주	SK에너지	일반	0.00	1557.00	1397.00	0.00
A0006667	서울 구로구	㈜지에스이앤알 근린공원주유소	서울 구로구 고척로 199 (고척동)	2019년 10월 4주	S-OIL	일반	0.00	1504.71	1354.71	0.00
A0032712	서울 구로구	개봉주유소	서울특별시 구로구  고척로 115 (개봉동)	2019년 10월 4주	현대오일뱅크	셀프	0.00	1528.00	1386.57	1100.00
A0000792	서울 구로구	구로주유소	서울 구로구 구로동로 137 (구로동)	2019년 10월 4주	GS칼텍스	일반	0.00	2064.00	1918.00	1376.00
A0033149	서울 구로구	극동유화(주)항동주유소	서울특별시 구로구 서해안로 2154 (항동)	2019년 10월 4주	S-OIL	셀프	0.00	1498.00	1334.00	0.00
A0000850	서울 구로구	대성산업(주)디큐브주유소	서울 구로구 경인로 650 (신도림동)	2019년 10월 4주	GS칼텍스	일반	1728.00	1539.00	1339.00	0.00
A0000818	서울 구로구	동선주유소	서울 구로구 경인로 150 (오류동)	2019년 10월 4주	GS칼텍스	일반	0.00	1556.00	1397.00	0.00
A0000350	서울 구로구	동아주유소	서울특별시 구로구  도림로 91 (구로동)	2019년 10월 4주	S-OIL	일반	0.00	1768.00	1398.00	1200.00
A0000856	서울 구로구	서울석유(주)풀페이주유소	서울 구로구 경인로 41 (온수동)	2019년 10월 4주	SK에너지	일반	0.00	1479.00	1316.86	0.00
A0032710	서울 구로구	시몬주유소	서울특별시 구로구 부일로 871 (온수동)	2019년 10월 4주	S-OIL	일반	0.00	1547.00	1394.14	0.00
A0000827	서울 구로구	신성주유소	서울 구로구 구로동로 187 (구로제2동)	2019년 10월 4주	현대오일뱅크	셀프	0.00	1508.00	1368.00	1000.00
A0000846	서울 구로구	신오류주유소	서울 구로구 경인로 161 (오류동)	2019년 10월 4주	SK에너지	일반	0.00	1681.86	1570.71	1255.00
A0000830	서울 구로구	영진주유소	서울 구로구 구로동로 20 (가리봉동)	2019년 10월 4주	S-OIL	일반	0.00	1579.00	1377.00	1100.00
A0000780	서울 구로구	정은주유소	서울 구로구 경인로 407 (고척동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1557.00	1397.00	1000.00
A0000854	서울 구로구	처음처럼주유소	서울 구로구 오리로 1299 (궁동)	2019년 10월 4주	S-OIL	일반	0.00	1498.00	1339.00	925.00
A0000648	서울 구로구	현대오일뱅크(주)직영 신구로주유소	서울 구로구 가마산로 293 (구로동)	2019년 10월 4주	현대오일뱅크	일반	1775.71	1587.71	1448.71	0.00
A0001086	서울 금천구	(주)진우에너지 백운주유소	서울 금천구 시흥대로 282 (독산동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1498.00	1340.86	1150.00
A0001164	서울 금천구	(주)태영유업 독산고개	서울 금천구 시흥대로 484	2019년 10월 4주	현대오일뱅크	셀프	0.00	1514.00	1363.00	1057.14
A0001159	서울 금천구	KH에너지(주)직영시흥대로주유소	서울 금천구 시흥대로 221 (시흥동)	2019년 10월 4주	SK에너지	일반	0.00	1518.29	1368.29	1100.00
A0001146	서울 금천구	SK에너지(주) 박미주유소	서울 금천구 시흥대로 39-7 (시흥동)	2019년 10월 4주	SK에너지	일반	0.00	1599.00	1466.00	1150.00
A0001139	서울 금천구	SK에너지(주) 이가주유소	서울 금천구 시흥대로 441	2019년 10월 4주	SK에너지	일반	0.00	1619.00	1484.00	1150.00
A0001132	서울 금천구	경복에너지주유소	서울 금천구  독산로 147 (시흥동)	2019년 10월 4주	현대오일뱅크	일반	0.00	1519.00	1369.00	0.00
A0016244	서울 금천구	구광주유소	서울특별시 금천구  서부샛길 674 (가산동)	2019년 10월 4주	S-OIL	일반	0.00	1496.43	1346.43	950.00
A0001055	서울 금천구	남서울경복에너지	서울 금천구 독산로 257 (독산동)	2019년 10월 4주	S-OIL	셀프	0.00	1519.00	1369.00	1100.00
A0001108	서울 금천구	대득에너지(금천셀프주유소)	서울 금천구  시흥대로 81 (시흥동)	2019년 10월 4주	GS칼텍스	셀프	0.00	1514.00	1364.00	0.00
A0001162	서울 금천구	명보주유소	서울 금천구 시흥대로 377 (독산동)	2019년 10월 4주	알뜰주유소	일반	0.00	1514.00	1364.00	0.00
